Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"Old Rattalia Town (X-5, Y-3) - ren3981",left,"Old Rattalia Town (X-6, Y-3) - ren3934",TRUE,FALSE,,491,490,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y-3) - ren4014",left,"Old Rattalia Town (X-5, Y-3) - ren3981",TRUE,FALSE,,492,491,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y-3) - ren4014",warp (up),"Old Rattalia Town (Interiors) (X-4, Y-3) - lor105",TRUE,FALSE,,492,544,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-2) - ren2",right,"Old Rattalia Town (X-9, Y-2) - ren3949",FALSE,FALSE,,493,494,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-2) - ren2",down,"Old Rattalia Town (X-11, Y+0) - ren3887",TRUE,FALSE,,493,505,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-2) - ren2",manhole (down),"Old Rattalia Town (Sewers) (X-10, Y-1) - ren1537",TRUE,FALSE,,493,564,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y-2) - ren2",warp (up),"Police Department (X+0, Y+0) - lor2",TRUE,FALSE,,493,729,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-2) - ren3772",up,"Old Rattalia Town (X-8, Y-3) - ren3932",FALSE,FALSE,,495,488,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-2) - ren3772",right,"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",TRUE,FALSE,,495,496,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-2) - ren3772",left,"Old Rattalia Town (X-9, Y-1) - ren3 (East)",FALSE,FALSE,,495,501,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y-2) - ren3772",down,"Old Rattalia Town (X-8, Y+0) - yug3472",FALSE,FALSE,,495,508,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",up,"Old Rattalia Town (X-6, Y-3) - ren3934",FALSE,FALSE,,496,490,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",right,"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",FALSE,FALSE,,496,497,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",down,"Old Rattalia Town (X-5, Y+1) - ren3740",FALSE,FALSE,,496,514,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",manhole (down),"Old Rattalia Town (Sewers) (X-6, Y+0) - lor150",TRUE,FALSE,,496,570,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",warp (up),"Plaza Roquefort Shopping Mall (X-1, Y-2) - ren3969 (Main)",TRUE,FALSE,,496,697,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",up,"Old Rattalia Town (X-4, Y-3) - ren4014",TRUE,FALSE,,497,492,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",left,"Old Rattalia Town (X-6, Y-2) - ren1300 (Main)",FALSE,TRUE,,497,496,FALSE,,,,,,,,Skipping Stone,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",right,"Old Rattalia Town (X-3, Y-2) - lor572 (West)",TRUE,FALSE,,497,498,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",down,"Old Rattalia Town (X-4, Y+1) - ren1445",TRUE,FALSE,,497,515,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-2) - lor572 (West)",right,"Old Rattalia Town (X-3, Y-2) - lor572 (East)",FALSE,TRUE,,498,499,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Old Rattalia Town (X-3, Y-2) - lor572 (East)",left,"Old Rattalia Town (X-3, Y-2) - lor572 (West)",FALSE,FALSE,,499,498,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-2) - lor572 (East)",manhole (down),"Old Rattalia Town (Sewers) (X-3, Y-2) - yug953",TRUE,FALSE,,499,563,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y-1) - ren3 (West)",left,"Old Rattalia Town (X-11, Y-2) - ren2",FALSE,FALSE,,500,493,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y-1) - ren3 (East)",left,"Old Rattalia Town (X-9, Y-1) - ren3 (West)",FALSE,FALSE,,501,500,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-1) - ren1833 (West)",left,"Old Rattalia Town (X-6, Y-2) - ren1300 (East)",TRUE,FALSE,,502,497,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-1) - ren1833 (West)",right,"Old Rattalia Town (X-3, Y-1) - ren1833 (East)",FALSE,FALSE,,502,503,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-1) - ren1833 (West)",manhole (down),"Old Rattalia Town (Sewers) (X-3, Y-1) - yug7",TRUE,FALSE,,502,568,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y-1) - ren1833 (East)",manhole (down),"Old Rattalia Town (Sewers) (X-3, Y-1) - yug7",TRUE,FALSE,,503,568,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-12, Y+0) - lor1907",up,"Old Rattalia Town (X-12, Y-3) - ren6927 (South)",TRUE,TRUE,,504,485,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y+0) - ren3887",left,"Old Rattalia Town (X-12, Y+0) - lor1907",TRUE,TRUE,,505,504,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y+0) - yug3472",left,"Old Rattalia Town (X-9, Y+1) - ren1477",TRUE,FALSE,,508,511,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y+0) - yug3472",right,"Old Rattalia Town (X-6, Y+1) - ren1447 (West)",TRUE,FALSE,,508,512,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y+0) - lor547",manhole (down),"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (North)",TRUE,TRUE,,509,572,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND Skipping Stone +,AND Skipping Stone,FALSE,FALSE,
"Old Rattalia Town (X-3, Y+0) - lor547",manhole (down),"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (South)",TRUE,TRUE,,509,573,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND Skipping Stone +,AND Skipping Stone,FALSE,FALSE,
"Old Rattalia Town (X-10, Y+1) - ren3821",up,"Old Rattalia Town (X-10, Y+0) - ren3889",FALSE,TRUE,,510,506,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y+1) - ren3821",left,"Old Rattalia Town (X-11, Y+2) - ren4561",TRUE,FALSE,,510,517,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y+1) - ren3821",right,"Old Rattalia Town (X-9, Y+3) - lor2135",TRUE,TRUE,,510,521,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+1) - ren1477",up,"Old Rattalia Town (X-9, Y+0) - ren3950",FALSE,TRUE,,511,507,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+1) - ren1477",down,"Old Rattalia Town (X-9, Y+2) - ren3779",TRUE,FALSE,,511,518,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y+1) - ren1447 (West)",warp (up),"Old Rattalia Town (Interiors) (X-6, Y+1) - ren925",TRUE,FALSE,,512,545,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+1) - ren3740",manhole (down),"Old Rattalia Town (Sewers) (X-5, Y+1) - ren791",TRUE,FALSE,,514,576,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+1) - ren1445",right,"Old Rattalia Town (X-3, Y+0) - lor547",TRUE,TRUE,,515,509,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND Skipping Stone +,AND Skipping Stone,FALSE,FALSE,
"Old Rattalia Town (X-4, Y+1) - ren1445",down,"Old Rattalia Town (X-7, Y+2) - ren3720",TRUE,FALSE,,515,520,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+1) - ren1445",warp (up),"Old Rattalia Town (Interiors) (X-4, Y+1) - ren24",TRUE,FALSE,,515,546,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y+2) - ren4561",up,"Old Rattalia Town (X-11, Y+0) - ren3887",TRUE,FALSE,,517,505,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y+2) - ren4561",left,"Old Rattalia Town (X-12, Y+2) - lor1912",TRUE,TRUE,,517,516,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y+2) - ren4561",down,"Old Rattalia Town (X-11, Y+5) - lor1923",TRUE,TRUE,,517,535,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+2) - ren3779",left,"Old Rattalia Town (X-10, Y+1) - ren3821",TRUE,TRUE,,518,510,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y+2) - ren3720",up,"Old Rattalia Town (X-8, Y+0) - yug3472",TRUE,FALSE,,520,508,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y+2) - ren3720",up,"Old Rattalia Town (X-5, Y+1) - ren3740",TRUE,FALSE,,520,514,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y+2) - ren3720",down,"Old Rattalia Town (X-6, Y+3) - ren4151",TRUE,FALSE,,520,523,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-7, Y+2) - ren3720",down,"Old Rattalia Town (X-4, Y+3) - ren4147",TRUE,FALSE,,520,525,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+3) - lor2135",right,"Old Rattalia Town (X-8, Y+3) - lor571",TRUE,TRUE,,521,522,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y+3) - lor571",down,"Old Rattalia Town (X-8, Y+4) - lor1916",FALSE,TRUE,,522,530,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y+3) - ren4151",manhole (down),"Old Rattalia Town (Sewers) (X-6, Y+3) - yug223",TRUE,FALSE,,523,577,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+3) - ren4154",left,"Old Rattalia Town (X-6, Y+3) - ren4151",FALSE,FALSE,,524,523,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+3) - ren4154",right,"Old Rattalia Town (X-4, Y+3) - ren4147",FALSE,FALSE,,524,525,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+3) - ren4147",down,"Old Rattalia Town (X-4, Y+4) - ren4148",TRUE,FALSE,,525,533,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+3) - ren4147",right,"South Plaza (X-3, Y+3) - ren4152",FALSE,FALSE,7/28/2026 16:16:22,525,952,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+4) - lor1915",left,"Old Rattalia Town (X-12, Y+5) - lor1924",FALSE,TRUE,,529,534,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-8, Y+4) - lor1916",right,"Old Rattalia Town (X-6, Y+5) - lor1919",FALSE,TRUE,,530,538,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y+4) - ren4150",up,"Old Rattalia Town (X-6, Y+3) - ren4151",TRUE,FALSE,,531,523,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+4) - ren4593",left,"Old Rattalia Town (X-6, Y+4) - ren4150",TRUE,FALSE,,532,531,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+4) - ren4593",warp (up),"Old Rattalia Town (Interiors) (X-5, Y+4) - lor1",TRUE,FALSE,,532,547,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-5, Y+4) - ren4593",manhole (down),"Old Rattalia Town (Sewers) (X-5, Y+4) - lor21",TRUE,FALSE,,532,583,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+4) - ren4148",left,"Old Rattalia Town (X-5, Y+4) - ren4593",TRUE,FALSE,,533,532,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-4, Y+4) - ren4148",manhole (down),"Old Rattalia Town (Sewers) (X-4, Y+4) - yug220",TRUE,FALSE,,533,584,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-11, Y+5) - lor1923",up,"Old Rattalia Town (X-12, Y-3) - ren6927 (North)",TRUE,TRUE,,535,484,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Old Rattalia Town (X-11, Y+5) - lor1923",right,"Old Rattalia Town (X-10, Y+5) - lor1922",TRUE,TRUE,,535,536,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-10, Y+5) - lor1922",right,"Old Rattalia Town (X-9, Y+5) - lor1921",TRUE,TRUE,,536,537,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-9, Y+5) - lor1921",up,"Old Rattalia Town (X-9, Y+4) - lor1915",TRUE,TRUE,,537,529,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-6, Y+5) - lor1919",right,"Old Rattalia Town (X-3, Y+5) - lor2247",FALSE,TRUE,,538,539,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (X-3, Y+5) - lor2247",right,"South Plaza (X-1, Y+4) - lor2248 (South)",FALSE,TRUE,,539,956,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-8, Y-6) - ren1596",left,"Old Rattalia Town (Sewers) (X-9, Y-5) - ren3577",FALSE,TRUE,,548,549,FALSE,,,,,,,,SS+,FALSE,TRUE,AND Wall ride,TRUE,AND Wall-Dash,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-8, Y-4) - ren1529",right,"Old Rattalia Town (Sewers) (X-7, Y-4) - ren1531",FALSE,FALSE,,550,551,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-7, Y-4) - ren1531",down,"Old Rattalia Town (Sewers) (X-7, Y-3) - ren1533",TRUE,FALSE,,551,553,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-6, Y-3) - ren789",right,"Old Rattalia Town (Sewers) (X-5, Y-3) - lor119",TRUE,TRUE,,554,555,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND SS+,TRUE,,,
"Old Rattalia Town (Sewers) (X-6, Y-3) - ren789",down,"Old Rattalia Town (Sewers) (X-6, Y-2) - ren793",TRUE,FALSE,,554,561,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-4, Y-3) - lor122",left,"Old Rattalia Town (Sewers) (X-5, Y-3) - lor119",TRUE,TRUE,,556,555,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,AND SS+,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-3, Y-3) - yug941",right,"Old Rattalia Town (Sewers) (X-2, Y-3) - yug969",FALSE,TRUE,,557,558,FALSE,,,,,,,,FALSE,AND Wall ride,FALSE,TRUE,TRUE,AND Offstring throw,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-9, Y-2) - yug1018",up,"Old Rattalia Town (Sewers) (X-9, Y-3) - yug1038",FALSE,TRUE,,559,552,FALSE,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-8, Y-2) - ren1535",manhole (up),"Old Rattalia Town (X-8, Y-2) - ren3772",TRUE,FALSE,,560,495,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-8, Y-2) - ren1535",left,"Old Rattalia Town (Sewers) (X-9, Y-2) - yug1018",FALSE,FALSE,,560,559,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-6, Y-2) - ren793",right,"Old Rattalia Town (Sewers) (X-5, Y-2) - ren1608",FALSE,TRUE,,561,562,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-6, Y-2) - ren793",down,"Old Rattalia Town (Sewers) (X-6, Y-1) - ren797",TRUE,FALSE,,561,566,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-3, Y-2) - yug953",up,"Old Rattalia Town (Sewers) (X-3, Y-3) - yug941",FALSE,FALSE,,563,557,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-10, Y-1) - ren1537",right,"Old Rattalia Town (Sewers) (X-9, Y-1) - ren899",FALSE,TRUE,,564,565,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-9, Y-1) - ren899",up,"Old Rattalia Town (Sewers) (X-8, Y-2) - ren1535",TRUE,FALSE,,565,560,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-9, Y-1) - ren899",down,"Old Rattalia Town (Sewers) (X-8, Y+0) - ren1577",FALSE,TRUE,,565,569,FALSE,,,,,,,,SS+,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-6, Y-1) - ren797",right,"Old Rattalia Town (Sewers) (X-5, Y-1) - ren798",TRUE,FALSE,,566,567,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y-1) - ren798",up,"Old Rattalia Town (Sewers) (X-5, Y-2) - ren1608",FALSE,TRUE,,567,562,FALSE,,,,,,,,FALSE,FALSE,AND SS+,FALSE,FALSE,AND SS,FALSE,FALSE,"Currently redundant due to line 1057, however once cheater badges are allowed this will change"
"Old Rattalia Town (Sewers) (X-5, Y-1) - ren798",down,"Old Rattalia Town (Sewers) (X-5, Y+1) - ren791",TRUE,FALSE,,567,576,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-6, Y+0) - lor150",down,"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (West)",FALSE,TRUE,,570,574,FALSE,,,,,,,,SS,TRUE,TRUE,TRUE,TRUE,TRUE,Coin-Fip,FALSE,
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (Main)",up,"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (North)",FALSE,TRUE,,571,572,FALSE,,,,,,,,FALSE,FALSE,TRUE,AND SS+ OR (UFO Throw AND SS),AND SS+ OR (Wall-Dash AND SS),TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (Main)",down,"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (South)",FALSE,TRUE,,571,573,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (North)",down,"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (Main)",FALSE,TRUE,,572,571,FALSE,,,,,,,,FALSE,FALSE,TRUE,AND SS+ OR (UFO Throw AND SS),AND SS+ OR (Wall-Dash AND SS),TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (South)",up,"Old Rattalia Town (Sewers) (X-3, Y+0) - lor162 (Main)",FALSE,TRUE,,573,571,FALSE,,,,,,,,SS+,FALSE,TRUE,AND UFO Throw,AND Wall-Dash OR SS,TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (West)",up,"Old Rattalia Town (Sewers) (X-6, Y+0) - lor150",FALSE,TRUE,,574,570,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (West)",right,"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (East)",FALSE,TRUE,,574,575,FALSE,,,,,,,,SS,TRUE,TRUE,TRUE,TRUE,TRUE,Coin-Flip,FALSE,Everything but offstring and coinflip require bringing an item to hold the switch down
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (East)",manhole (up),"Old Rattalia Town (X-6, Y+1) - ren1447 (East)",TRUE,FALSE,,575,513,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (East)",left,"Old Rattalia Town (Sewers) (X-6, Y+1) - ren1541 (West)",FALSE,FALSE,,575,574,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y+1) - ren791",right,"Old Rattalia Town (Sewers) (X-4, Y-3) - lor122",TRUE,TRUE,,576,556,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,AND SS+,TRUE,FALSE,FALSE,
"Old Rattalia Town (Sewers) (X-6, Y+3) - yug223",right,"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (West)",FALSE,TRUE,,577,579,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (Main)",manhole (up),"Old Rattalia Town (X-5, Y+3) - ren4154",TRUE,FALSE,,578,524,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (West)",down,"Old Rattalia Town (Sewers) (X-5, Y+4) - lor21",FALSE,FALSE,,579,583,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (East)",down,"Old Rattalia Town (Sewers) (X-5, Y+4) - lor21",FALSE,FALSE,,580,583,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-4, Y+3) - yug232",left,"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (East)",FALSE,TRUE,,581,580,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-5, Y+4) - lor21",up,"Old Rattalia Town (Sewers) (X-5, Y+3) - yug225 (Main)",FALSE,TRUE,,583,578,FALSE,,,,,,,,,,,,,,,,
"Old Rattalia Town (Sewers) (X-4, Y+4) - yug220",up,"Old Rattalia Town (Sewers) (X-4, Y+3) - yug232",FALSE,TRUE,,584,581,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-1, Y-20) - ren1496",down,"North Plaza (X-1, Y-15) - ren6429",,,,585,455,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-1, Y-20) - ren1496",left,"Pipistrello Industries (X-5, Y-17) - lor2564",,,,585,587,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-1, Y-20) - ren1496",right,"Pipistrello Industries (X+1, Y-17) - lor1608",,,,585,588,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-1, Y-20) - ren1496",warp (up),"Pipistrello Manor (X+0, Y+0) - ren1",,,,585,649,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-10, Y-17) - lor2599",right,"Pipistrello Industries (X-5, Y-17) - lor2564",,,,586,587,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-5, Y-17) - lor2564",right,"Pipistrello Industries (X-1, Y-20) - ren1496",,,,587,585,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X-5, Y-17) - lor2564",left,"Pipistrello Industries (X-10, Y-17) - lor2599",,,,587,586,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X+1, Y-17) - lor1608",left,"Pipistrello Industries (X-1, Y-20) - ren1496",,,,588,585,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X+1, Y-17) - lor1608",right,"Pipistrello Industries (X+5, Y-17) - lor2521",,,,588,589,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X+5, Y-17) - lor2521",down,"Fadalins Neighborhood (X+8, Y-15) - lor2641",,,,589,146,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Industries (X+5, Y-17) - lor2521",left,"Pipistrello Industries (X+1, Y-17) - lor1608",,,,589,588,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+0, Y+3) - ren2465",down,"Pipistrello Laboratory (X+0, Y+4) - ren2333",,,,590,592,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+4) - ren2366",down,"Pipistrello Laboratory (X-5, Y+5) - ren2385",,,,591,594,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+4) - ren2366",down,"Pipistrello Laboratory (X-3, Y+5) - ren2357",,,,591,595,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+0, Y+4) - ren2333",up,"Pipistrello Laboratory (X+0, Y+3) - ren2465",,,,592,590,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+0, Y+4) - ren2333",left,"Pipistrello Laboratory (X-1, Y+5) - ren2353",,,,592,596,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+0, Y+4) - ren2333",right,"Pipistrello Laboratory (X+2, Y+5) - ren2350",,,,592,597,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+0, Y+4) - ren2333",left,"Pipistrello Laboratory (X-3, Y+6) - ren2768",,,,592,598,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X+4, Y+4) - lor382",left,"Pipistrello Laboratory (X+2, Y+5) - ren2350",,,,593,597,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+5) - ren2385",up,"Pipistrello Laboratory (X-5, Y+4) - ren2366",,,,594,591,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+5) - ren2385",right,"Pipistrello Laboratory (X-3, Y+6) - ren2768",,,,594,598,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+5) - ren2385",down,"Pipistrello Laboratory (X-5, Y+7) - ren2397",,,,594,599,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-5, Y+5) - ren2385",down,"Pipistrello Laboratory (X-4, Y+7) - ren2436",,,,594,600,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-3, Y+5) - ren2357",up,"Pipistrello Laboratory (X-5, Y+4) - ren2366",,,,595,591,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-3, Y+5) - ren2357",right,"Pipistrello Laboratory (X-1, Y+5) - ren2353",,,,595,596,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-1, Y+5) - ren2353",right,"Pipistrello Laboratory (X+0, Y+4) - ren2333",,,,596,592,FALSE,,,,,,,,,,,,,,,,
"Pipistrello Laboratory (X-1, Y+5) - ren2353",left,"Pipistrello Laboratory (X-3, Y+5) - ren2357",,,,596,595,FALSE,,,,,,,,,,,,,,,,
